animal_id,outcome_age_(years),has_name,is_adopted,sex_male,spay_neuter,cfa_approved,season_Fall,season_Spring,season_Summer,season_Winter,is_weekend,time_of_day_Afternoon,time_of_day_Closed,time_of_day_Morning,is_shorthair,is_solid_pattern,color_black,color_other,color_white
A734357,0.1643835616438356,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A728647,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
A708998,0.2465753424657534,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A707049,0.2465753424657534,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0
A730988,0.0575342465753424,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
A748681,0.1643835616438356,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A732924,1.0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0
A749316,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
A754965,0.1643835616438356,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A748821,0.0958904109589041,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
A704829,0.0767123287671232,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A728491,0.410958904109589,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0
A713813,8.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
A756160,4.0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A714051,0.0821917808219178,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
A704588,0.1643835616438356,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
A746418,0.1643835616438356,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
A724523,0.1643835616438356,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
A708437,2.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A752780,0.0383561643835616,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A724159,0.0082191780821917,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A734231,0.0191780821917808,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
A728641,0.0821917808219178,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
A718514,0.2465753424657534,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
A714343,0.0821917808219178,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
A759865,0.0767123287671232,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A745627,0.0821917808219178,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0
A710821,1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A745314,0.0767123287671232,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A701614,0.0821917808219178,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
A723531,0.4931506849315068,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0
A716718,0.4931506849315068,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
A754515,0.1643835616438356,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
A749064,0.0575342465753424,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A730045,0.1643835616438356,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A710881,0.1643835616438356,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
A751689,0.1643835616438356,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0
A747397,3.0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
A709356,2.0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0
A704641,0.1643835616438356,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0
A738358,5.0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0
A716110,0.3287671232876712,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0
A725625,0.0383561643835616,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
A733545,1.0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0
A759299,3.0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0
A704280,6.0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A702171,1.0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
A746268,0.4931506849315068,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
A716008,0.4931506849315068,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1
A709679,0.0383561643835616,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1
A752933,2.0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0
A702582,1.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
A702990,0.1643835616438356,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
A744851,0.1643835616438356,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
A707750,0.2465753424657534,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
A753198,3.0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A733890,0.0191780821917808,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
A735872,0.3287671232876712,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0
A738003,0.4931506849315068,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0
A705682,0.1643835616438356,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
A751552,0.2465753424657534,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0
A704035,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
A704044,0.0575342465753424,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0
A712518,0.1643835616438356,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0
A755581,0.2465753424657534,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A708828,0.0821917808219178,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0
A724073,0.9041095890410958,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
A699902,3.0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
A484945,7.0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0
A745164,0.0191780821917808,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
A724994,0.0191780821917808,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
A701198,0.0767123287671232,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0
A745967,0.1643835616438356,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A728955,0.0821917808219178,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A749946,0.1643835616438356,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0
A735630,0.0575342465753424,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
A708430,1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
A720398,0.0821917808219178,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0
A734424,0.1643835616438356,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A701482,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
A748900,1.0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0
A747669,0.0575342465753424,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
A642412,5.0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0
A746415,0.1643835616438356,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
A738319,0.7397260273972602,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0
A700748,0.0575342465753424,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A730611,0.2465753424657534,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0
A706935,0.1643835616438356,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A747331,0.1643835616438356,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0
A752452,2.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0
A718028,0.3287671232876712,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0
A747673,0.0821917808219178,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
A730043,2.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
A744427,0.1643835616438356,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A703765,0.1643835616438356,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A715846,3.0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
A641025,4.0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0
A728675,0.1643835616438356,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A747726,0.0191780821917808,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0
A751333,0.2465753424657534,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0
A744182,4.0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0
A741502,0.1643835616438356,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0
A757953,0.2465753424657534,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0
A747925,0.0383561643835616,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
A751930,0.0383561643835616,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0
A749677,0.1643835616438356,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A750586,0.0821917808219178,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A707763,0.1643835616438356,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0
A690822,6.0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
A746594,7.0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
A736966,0.1643835616438356,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0
A701537,3.0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A710443,0.3287671232876712,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0
A728188,0.1643835616438356,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A741691,1.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
A737446,1.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
A744360,0.4931506849315068,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
A755042,0.3287671232876712,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
A755587,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A761974,0.0767123287671232,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
A726990,0.0821917808219178,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
A749971,0.0767123287671232,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
A737096,0.0821917808219178,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
A718316,0.1643835616438356,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A710966,4.0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
A735408,1.0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A758536,0.4931506849315068,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
A756300,0.1643835616438356,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0
A750462,0.1643835616438356,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
A748966,0.0958904109589041,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0
A739273,0.0821917808219178,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
A757241,2.0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0
A708409,0.7397260273972602,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A753342,0.410958904109589,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0
A701880,1.0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
A752696,0.0767123287671232,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A707866,0.0383561643835616,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0
A711482,0.3287671232876712,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
A723974,12.0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
A722727,0.0191780821917808,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
A749112,1.0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
A744531,7.0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
A720534,1.0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
A740464,0.3287671232876712,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
A732150,0.0191780821917808,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
A711819,0.1643835616438356,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0
A714791,0.7397260273972602,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
A756170,1.0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0
A746511,0.4931506849315068,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0
A755995,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
A717485,0.4931506849315068,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A748581,1.0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A736768,1.0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
A703170,0.1643835616438356,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0
A725170,0.1643835616438356,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0
A705599,0.1643835616438356,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A700751,0.1643835616438356,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A747166,2.0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
A725643,0.2465753424657534,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0
A723790,0.1643835616438356,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
A741114,0.2465753424657534,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
A718385,7.0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0
A725272,0.1643835616438356,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A733706,0.410958904109589,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
A758220,0.2465753424657534,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
A743732,1.0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0
A760677,2.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
A700950,8.0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
A714801,0.3287671232876712,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A743857,2.0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0
A752999,2.0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0
A741890,0.2465753424657534,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
A726760,10.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
A730989,0.0575342465753424,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
A715613,0.0821917808219178,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A756061,0.1643835616438356,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
A701582,0.0575342465753424,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
A735873,0.1643835616438356,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0
A701394,2.0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0
A726173,0.410958904109589,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
A752419,2.0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0
A705788,0.0767123287671232,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A734633,0.2465753424657534,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
A720803,1.0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0
A744972,7.0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A712469,0.0082191780821917,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A713748,1.0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
A727994,0.1643835616438356,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0
A735372,0.2465753424657534,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0
A710400,0.2465753424657534,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A736937,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0
A606330,4.0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A708953,0.5753424657534246,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A762169,0.2465753424657534,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
A718682,0.2465753424657534,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
A607253,8.0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0
A734295,0.0821917808219178,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
A732554,0.2465753424657534,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
A744334,0.2465753424657534,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
A716113,0.3287671232876712,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A716399,0.1643835616438356,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A701157,0.0383561643835616,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
A749317,0.1643835616438356,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
A725259,5.0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
A735450,4.0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A704447,0.1643835616438356,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A761871,0.1643835616438356,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0
A722507,1.0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0
A742711,1.0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0
A705898,0.1643835616438356,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A759060,0.0958904109589041,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
A715135,0.9041095890410958,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A712117,0.0575342465753424,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A738247,0.0383561643835616,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A708637,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A716627,0.2465753424657534,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0
A747116,3.0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
A733533,1.0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A749547,0.0575342465753424,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
A702311,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
A708358,0.1643835616438356,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0
A711406,0.0383561643835616,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
A709927,0.0575342465753424,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
A726332,0.2465753424657534,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A750524,0.3287671232876712,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0
A707830,0.3287671232876712,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
A759332,0.9041095890410958,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
A752467,0.0767123287671232,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0
A731009,0.3287671232876712,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
A702801,0.1643835616438356,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0
A716192,0.2465753424657534,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0
A711040,5.0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
A707617,0.1643835616438356,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A729397,0.1643835616438356,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A733748,0.410958904109589,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A696977,3.0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
A738514,0.410958904109589,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
A727388,0.1643835616438356,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
A461358,10.0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
A760206,0.1643835616438356,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
A712657,0.2465753424657534,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0
A726316,0.0821917808219178,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0
A735543,0.1643835616438356,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
A751237,0.0821917808219178,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A721541,5.0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A706493,2.0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0
A729530,1.0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
A708010,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A712329,12.0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
A712228,0.1643835616438356,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
A751677,20.0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0
A705510,0.0821917808219178,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A700150,0.1643835616438356,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
A701658,0.0575342465753424,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
A725656,0.1643835616438356,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0
A677798,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0
A717945,3.0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
A725159,0.2465753424657534,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0
A729426,0.821917808219178,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
A704563,0.1643835616438356,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0
A729820,2.0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
A728529,0.1643835616438356,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0
A710358,0.0164383561643835,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0
A700570,0.4931506849315068,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
A708742,0.0821917808219178,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0
A753529,0.410958904109589,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
A758071,0.1643835616438356,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0
A754367,0.0767123287671232,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A761732,4.0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1
A753526,0.0821917808219178,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A756252,0.1643835616438356,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
A720857,2.0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
A711472,0.1643835616438356,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
A748760,0.410958904109589,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0
A727989,0.2465753424657534,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0
A727583,0.6575342465753424,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
A712423,0.2465753424657534,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
A709364,0.1643835616438356,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
A703081,0.0575342465753424,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A720463,3.0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
A709086,0.410958904109589,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
A727655,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A748865,1.0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
A726904,0.1643835616438356,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A725276,16.0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
A756243,0.1643835616438356,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A739457,2.0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
A738441,0.3287671232876712,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0
A729917,0.0767123287671232,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A733184,0.0821917808219178,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
A711327,0.1643835616438356,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A712516,0.3287671232876712,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0
