animal_id,outcome_age_(years),has_name,is_adopted,sex_male,spay_neuter,cfa_approved,season_Fall,season_Spring,season_Summer,season_Winter,is_weekend,time_of_day_Afternoon,time_of_day_Closed,time_of_day_Morning,is_shorthair,is_solid_pattern,color_black,color_other,color_white
A685302,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
A667462,0.4931506849315068,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
A662532,0.2465753424657534,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A692149,0.1643835616438356,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
A686542,0.1643835616438356,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1
A680804,7.0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0
A689059,0.1643835616438356,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0
A678134,7.0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
A664121,0.821917808219178,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1
A683799,1.0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0
A684646,0.1643835616438356,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A683893,1.0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0
A669851,0.4931506849315068,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
A683076,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
A686147,0.2465753424657534,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0
A675510,4.0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
A670988,2.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A666357,3.0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0
A688920,0.0821917808219178,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
A690283,0.2465753424657534,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
A685140,0.2465753424657534,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
A680782,0.0027397260273972,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A677937,1.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
A685220,0.2465753424657534,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
A687540,0.1643835616438356,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
A670700,5.0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0
A665252,0.0821917808219178,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A673352,1.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A683721,0.0383561643835616,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A680105,0.0821917808219178,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A671521,3.0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1
A663584,0.1643835616438356,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
A667828,0.3287671232876712,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
A687082,0.3287671232876712,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A691263,0.0821917808219178,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
A678816,0.1643835616438356,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
A666013,0.010958904109589,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1
A681726,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
A686185,0.1643835616438356,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
A682283,0.1643835616438356,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A688416,0.0383561643835616,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A669913,0.6575342465753424,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
A673277,0.6575342465753424,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
A678481,0.0191780821917808,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
A686879,0.010958904109589,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
A679534,0.0383561643835616,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
A682067,2.0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A665584,0.1643835616438356,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
A686669,0.1643835616438356,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
A692876,2.0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A666519,2.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
A682418,0.1643835616438356,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0
A687420,0.0054794520547945,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A667820,0.2465753424657534,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
A691517,0.0575342465753424,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
A690033,0.1643835616438356,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0
A659889,0.1643835616438356,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0
A682888,5.0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
A669512,0.3287671232876712,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
A680991,0.0082191780821917,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A684171,0.1643835616438356,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A214991,19.0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
A687509,7.0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A664459,8.0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A666591,0.3287671232876712,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
A690723,0.1643835616438356,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
A664692,6.0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0
A686218,0.0821917808219178,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
A678627,0.0821917808219178,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
A690238,0.0575342465753424,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A686156,0.3287671232876712,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
A688684,0.410958904109589,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
A682677,0.0575342465753424,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
A687510,0.0082191780821917,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
A681281,0.2465753424657534,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A666046,0.1643835616438356,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
A664291,0.2465753424657534,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
A667497,0.1643835616438356,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
A680608,0.0821917808219178,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A680130,3.0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0
A678382,0.0821917808219178,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
A691427,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
A690527,3.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
A660346,0.4931506849315068,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
A692791,3.0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0
A676219,12.0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A664761,1.0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A678777,0.1643835616438356,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
A683658,0.1643835616438356,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A674171,0.6575342465753424,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
A666645,4.0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A681931,0.1643835616438356,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A683407,0.2465753424657534,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0
A680709,0.4931506849315068,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A668668,0.5753424657534246,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0
A668161,0.0575342465753424,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
A678390,0.0383561643835616,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
A689943,0.1643835616438356,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0
A670711,2.0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
A688617,0.0575342465753424,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0
A664294,0.0821917808219178,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0
A680096,0.0767123287671232,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0
A667027,1.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
A686931,0.0082191780821917,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0
A660357,0.3287671232876712,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
A675347,0.0054794520547945,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
A676612,0.0575342465753424,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
A682738,0.010958904109589,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A666095,0.3287671232876712,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
A678717,0.1643835616438356,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
A676237,0.0383561643835616,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
A688629,0.0383561643835616,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0
A661920,0.3287671232876712,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0
A664954,0.0767123287671232,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
A675313,0.0054794520547945,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0
A496789,7.0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0
A681221,0.1643835616438356,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0
A667847,0.1643835616438356,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
A691871,0.0767123287671232,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A684001,1.0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
A693188,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
A690625,0.5753424657534246,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
A681937,0.1643835616438356,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A676224,5.0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0
A692535,12.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0
A664293,0.0821917808219178,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0
A680051,0.1643835616438356,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0
A658781,5.0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0
A681412,0.2465753424657534,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
A691649,0.2465753424657534,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
A677648,0.0821917808219178,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
A668907,11.0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0
A684415,0.0821917808219178,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
A665618,0.410958904109589,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A689047,7.0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0
A674907,2.0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0
A686200,0.4931506849315068,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
A679911,0.1643835616438356,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A680039,0.1643835616438356,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
A678990,0.010958904109589,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
A685991,0.1643835616438356,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A685493,0.1643835616438356,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A686094,0.3287671232876712,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A679673,0.0575342465753424,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
A679458,0.0767123287671232,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
A667849,0.2465753424657534,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0
A656520,1.0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
A688533,0.0575342465753424,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0
A686524,0.0191780821917808,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A668710,0.6575342465753424,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
A692804,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
A677481,0.0767123287671232,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0
A680057,0.2465753424657534,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
A684006,0.0383561643835616,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A665318,0.2465753424657534,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
A692070,0.2465753424657534,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
A681135,0.0191780821917808,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0
A673662,2.0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
A688609,0.1643835616438356,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A687907,0.0821917808219178,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A692842,0.5753424657534246,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
A681245,0.0575342465753424,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
A689517,0.0136986301369863,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0
A644852,9.0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
A657431,5.0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
A670543,0.3287671232876712,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0
A683838,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
A677091,0.3287671232876712,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0
A691243,5.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
A688314,0.2465753424657534,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A676882,13.0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0
A671125,0.1643835616438356,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A685558,4.0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A684120,0.0383561643835616,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A681543,0.0767123287671232,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A449967,8.0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
A680713,0.1643835616438356,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
A686160,0.1643835616438356,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0
A692133,2.0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A683209,1.0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0
A664643,0.1643835616438356,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0
A688329,0.1643835616438356,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0
A668218,0.1643835616438356,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
A673523,0.0082191780821917,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
A664062,1.0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0
A681972,0.1643835616438356,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0
A671056,0.3287671232876712,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A672667,8.0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
A690317,0.2465753424657534,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
A678871,0.1643835616438356,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0
A678786,0.2465753424657534,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0
A677706,0.0767123287671232,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A679980,1.0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0
A676904,0.0191780821917808,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
A681528,1.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
A690433,1.0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
A667077,0.1643835616438356,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0
A683073,5.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
A685651,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A658131,0.4931506849315068,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
A684581,0.0821917808219178,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A681035,0.0054794520547945,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0
A688975,0.1643835616438356,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
A679871,4.0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
A688603,0.0575342465753424,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0
A680720,0.0821917808219178,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
A672905,1.0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0
A687991,0.0575342465753424,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A684121,0.0383561643835616,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A666327,0.1643835616438356,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
A662166,0.1643835616438356,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0
A673625,2.0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0
A667036,5.0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A687338,0.0767123287671232,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
A691582,0.410958904109589,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A677913,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
A683348,0.1643835616438356,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A690832,0.4931506849315068,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
A686217,5.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
A678716,0.1643835616438356,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
A691236,0.0575342465753424,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
A678715,0.1643835616438356,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
A690348,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
A682912,0.0164383561643835,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
A677220,0.0767123287671232,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
A261770,20.0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1
A668545,1.0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
A666311,0.2465753424657534,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0
A678570,0.0821917808219178,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
A681779,4.0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
A686625,0.0575342465753424,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0
A683084,12.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A680481,0.1643835616438356,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A679979,0.1643835616438356,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0
A682064,0.0821917808219178,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0
A683596,0.1643835616438356,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
A678272,0.1643835616438356,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0
A691443,0.1643835616438356,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0
A671912,14.0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
A678572,0.1643835616438356,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A673043,1.0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
A664373,0.2465753424657534,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A686075,0.2465753424657534,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
A686702,0.410958904109589,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
A686264,0.0383561643835616,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A692192,0.2465753424657534,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
A686587,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A685488,0.6575342465753424,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
A666608,6.0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A678582,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0
A588226,5.0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
A679936,0.1643835616438356,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
A687402,0.0575342465753424,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
A685896,0.2465753424657534,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
A675186,0.0191780821917808,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
A684495,3.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
A653240,3.0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
A690844,6.0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A681589,2.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
A688302,0.1643835616438356,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
A682302,0.2465753424657534,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A688007,0.410958904109589,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A682913,0.1643835616438356,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0
A680371,0.0821917808219178,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0
A673332,1.0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0
A677485,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0
A688099,0.3287671232876712,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
A665473,0.1643835616438356,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A679338,0.0821917808219178,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
A668789,0.1643835616438356,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0
A678662,0.0383561643835616,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0
A679745,0.0575342465753424,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
A684540,0.0821917808219178,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
A686086,2.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
A688344,0.0821917808219178,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A684724,3.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
A684256,0.1643835616438356,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A662167,0.1643835616438356,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
A676392,0.4931506849315068,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0
A680336,0.1643835616438356,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
A677464,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0
A667118,1.0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A685024,3.0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
A665444,0.0821917808219178,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A682488,0.0575342465753424,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0
A687875,0.1643835616438356,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0
A678162,0.0082191780821917,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A671054,0.3287671232876712,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A687884,0.4931506849315068,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
A612857,3.0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
A668808,0.2465753424657534,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
A679960,0.410958904109589,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0
